445377432976379904	0
476896188307095552	0
547519595159224321	1
508433397631696896	1
313101408369004544	1
491635460641665024	1
514485592860925952	0
461165412735258624	1
472066376589668353	0
544554784716754944	0
528085514721583104	0
527689547740897281	1
530035737388150784	1
486691044650524672	0
362795954807644160	1
517064578622967808	0
435031286176960512	0
276632420785213440	0
544259057503453184	0
551225929947942913	1
542527849052536832	0
425261427986006016	0
395441260686618624	0
450687876498722816	0
389077329320112128	1
348779194127360001	1
475095852567261184	0
434218454111879168	0
375682974949195776	1
269953903590776832	1
546053131855867904	1
506273664724377600	1
449805117647486976	1
536012553512435712	0
439283387359326209	1
543063915962593280	0
494746032157114368	0
511470895450583042	0
487460258882002944	0
499808237529489410	1
393426600295165952	1
321448264366952448	1
284837776812298241	1
509059550901981184	0
465678243886940163	0
536360090509778944	0
521837073691836418	0
437279871178248192	1
544263226138304512	1
540554829613912066	0
446119691036016640	1
379388715761532929	0
488506977685737472	0
264425331136536576	0
451168048272392193	1
348878240137502720	0
364930218013626370	1
481489234122272769	1
461749410318524416	0
405013357226242048	0
184958173315207169	0
523185843180412928	0
393573187096961024	1
319775117989249024	1
451039395425304576	1
270730305344778242	1
512887611242082304	1
508717175524577281	0
379299270081273856	1
485511613852975104	0
437284090371641344	1
158675335494377472	1
535622086560350208	1
152230394077519872	0
521352016271269888	0
395275826758832130	0
383878688246214656	1
515172051275886593	1
483462435425501185	0
555066343381139456	0
492678995054702593	1
353980114867978243	0
514813288459149312	0
456459898898112512	0
423928657179336704	1
413508542424166400	1
517217169411932160	1
445244917510844416	0
437646579583832065	0
455750451976486912	0
545787734393356289	0
352140079285796865	1
338296568300048384	1
326421745550651393	0
524656522304172033	1
519236095578759168	1
499366401090392064	0
426119724263436288	0
469447471274266624	0
503913711950901250	0
455102973874421760	1
511215203732951041	0
515273986595647488	1
422836215256084480	0
541392938207424512	0
451434469346390019	1
520338943334973440	0
462050518425403392	1
496674172714881024	1
495547747206823936	1
307104682109702144	1
397469404901806081	1
383895455710855168	1
462736383543496706	1
449059038764879873	1
521370828991377409	1
461605796556439552	0
384013165484572672	0
495002070702112768	0
443601249791778817	0
422456296206368769	1
506920654999130112	1
443833511330316288	0
426587170871066625	1
460608025988849664	1
536117075992137728	1
542860162378506240	0
475737507427270656	1
501531558676037632	1
399874628484489217	1
290715634071916544	0
230848703357935616	1
436513382041014274	1
494165458925649920	1
237943783050854400	1
400417901636620288	0
380089032623259649	1
197801336128020482	1
450999916744040449	1
260769403740749824	0
464594902442315777	1
377840579163721728	1
378793251308052480	1
364837930822418433	1
535880053239078912	0
441701533798105088	1
534733067978809344	0
331857912655921152	1
427440753888219137	0
448808069409951744	0
453282948402667520	0
428942947367673856	1
467071421055660032	0
516018020817588224	0
546386850773225472	0
531227211194707968	0
364938321417355264	1
337273312994533376	1
468819506899324929	1
503246227463761920	0
413074451815616512	0
364276594258771968	1
550339263406280704	0
524120196991422464	0
475017271686209536	1
486949664218820609	1
363299162428686337	1
349939218996404224	1
490917582480740352	0
380973384772763648	1
524367717189423104	0
517370797342879744	0
519256846625148928	0
347715845176303616	0
361294890149216258	0
441781058845945856	0
400751839265562624	1
406876350771757057	0
410982638388666369	0
392730154491187200	1
485281447100833792	1
380525381423357952	0
507733425915457536	0
378339280160325632	1
509329382494978048	1
367411916546637824	1
483666863155445760	0
507992046640959488	1
427162138466324480	1
534019008459440129	0
448542282963501056	0
448498451345858560	1
455635922990952449	0
391730502228406272	1
397840347805782016	0
527114341146189824	1
399304867338285056	1
317376892363763712	1
437630421460062209	1
500481596718194688	0
441273054987968512	1
369307653475811330	1
457968320344780804	0
525436515019939840	0
486800505901817856	0
301349486012293120	1
434401948721491968	1
381865009782874112	1
490900950928732160	1
176324186485161985	0
415883050090647552	0
471850380549033984	0
519703561785974784	0
455885115160539136	1
485126027329277953	0
333449535483432960	0
462746336329101312	0
455969155246608384	0
517178257738043393	0
439564884498325505	1
335850157235118080	0
367496581529874433	1
378664378393821184	1
510890062180253696	0
327015307661172736	0
528369895898370048	0
498672505767596033	0
524661073048522752	0
465960207697596416	0
469969028820525056	1
501127473065897984	1
438514228882718721	1
175013699608788993	0
546605276930265088	1
503351268081815552	1
390481460764745728	1
464156555227983872	0
438387664991956992	0
467826483030155264	0
482793725417230336	1
522366659336876033	0
417056703855992832	0
502254989155532800	1
356486122567761920	0
297952279376580609	1
436743228776140800	1
486874247357161472	0
395525698468970497	1
504300401370599424	0
487435824921706496	0
73633086188957696	0
414233473071992832	1
399685824603643904	0
364693275447271424	0
419203165196529664	1
169266668554563584	0
397561714486431745	1
447782690758987776	1
396849226706989057	1
460906337749049346	0
93473675814248448	0
394672753275461632	1
341991801110011904	1
468927965330694144	0
553550520783085568	0
380831940103786496	1
462103122509594624	0
428154030989524992	1
311507240093896704	0
501125320356147200	1
541619410084311042	1
465538539279888384	1
425027839188934657	0
382984876771000321	1
156766955393658880	1
367473503311642624	0
377467498612129792	0
465559468139225088	0
413837158425067520	1
457726193114939392	0
465519434396753920	1
489920616112619521	1
461512921093517312	0
446908149765660672	0
537643009467482113	1
545401842218569728	0
376575724028579841	1
478008506608414720	0
466813844052918272	0
530864139296858112	0
366782426791411712	1
472453173953978369	0
527275684541251585	1
513018016888799232	0
335478386849894401	1
553594229021474816	0
526109425766236160	0
417764037368512512	1
446442196296683520	1
453876162813370369	0
484064946821398530	0
485079388904755200	1
337195968581730305	0
464907779015446528	1
350810293380726784	1
323882868197695488	0
453216765716082688	1
553357088974327808	0
492583095862702080	0
375719199605551104	1
390893781660471296	1
309294596385562626	1
352482189352517632	0
536533830216450048	0
550015530812207104	0
447193265926725632	1
546012297081024512	1
408820979478331392	1
362388583769833474	1
547306680711528448	0
392426450764066816	0
414121421351448577	0
522439324881911808	1
527422844347879425	0
336899258294861825	1
309432277933371394	0
305776458322833409	1
434276632623210496	0
532706809526882305	1
471337473449005056	0
278265279757307904	0
512711573152858112	1
384343404710486016	0
524853074687717376	0
516406129757155328	1
388454148360122368	1
549366703138697216	1
521482747156922368	0
336263702112247808	0
509692625419386880	1
418123283511263232	0
427744352366886912	1
523611864690098176	1
467070573286555648	0
532354091243274241	0
445778785942507520	1
418181381596798976	0
481792356937506816	1
458274428493643779	0
464432598497116160	0
482401587868889088	0
548998449983930369	0
459503104723914753	1
385564973138972672	1
423163013336555520	1
342978355576045569	0
369734856231882752	1
505854357771137024	1
459727601305935873	1
479970600526413824	1
453659274879578112	1
478187163298058241	1
